0.760694,0.755456,0.739534,0.713870,0.683385,0.652835,0.620968,0.586510,0.560126,0.535714,0.265745,0.246662,0.228262,0.208543,0.188874,0.174711,0.157730,0.072592,0.079094,0.114721,0.197404,0.337140,0.504840,0.404769,0.386220,0.520087,0.481944,0.395782,0.355628,0.345066,0.323967,0.271172,0.224186,0.183353,0.160854,0.142328,0.125306,0.117460,0.113824,0.115915,0.109455,0.104165,0.107427,0.114188,0.118942,0.116659,0.111389,0.106159
0.764456,0.758622,0.742258,0.717521,0.688699,0.659314,0.627670,0.593114,0.559371,0.532673,0.264035,0.245757,0.228432,0.209823,0.190769,0.176307,0.159117,0.073262,0.079469,0.114857,0.198114,0.338270,0.505966,0.406008,0.386934,0.520910,0.478618,0.392646,0.355150,0.342163,0.320146,0.270881,0.225165,0.184150,0.160327,0.140844,0.125038,0.117200,0.113393,0.114169,0.109754,0.107002,0.108910,0.115499,0.121068,0.119109,0.114019,0.109149
0.766100,0.759174,0.742007,0.718779,0.692320,0.664747,0.633809,0.599127,0.559955,0.525473,0.260453,0.243610,0.227313,0.210342,0.193191,0.179621,0.162571,0.074898,0.080054,0.115489,0.200328,0.340717,0.507235,0.406987,0.386395,0.520166,0.470196,0.386470,0.351392,0.335750,0.313974,0.271769,0.227837,0.185670,0.158846,0.138306,0.124486,0.116384,0.111532,0.111657,0.111099,0.109234,0.111116,0.117789,0.123488,0.120854,0.115184,0.110295
0.767316,0.760461,0.742984,0.719250,0.692717,0.665468,0.636444,0.603610,0.565335,0.523538,0.256756,0.240197,0.223893,0.208143,0.193195,0.181653,0.165566,0.076704,0.082626,0.114896,0.198957,0.339345,0.507084,0.408458,0.387627,0.523377,0.466271,0.383497,0.347322,0.334481,0.312030,0.274246,0.230486,0.185003,0.154369,0.136132,0.122269,0.113703,0.108081,0.114267,0.112888,0.110431,0.112702,0.119609,0.124194,0.120242,0.113863,0.109242
0.770199,0.762397,0.744833,0.720926,0.694594,0.666908,0.639182,0.608312,0.573103,0.531942,0.253641,0.236055,0.219579,0.204400,0.191087,0.181549,0.167364,0.078635,0.085705,0.114231,0.197053,0.337642,0.506803,0.410066,0.389599,0.535249,0.448115,0.367311,0.338667,0.332154,0.314201,0.279168,0.232491,0.181291,0.146677,0.131752,0.117829,0.108807,0.108860,0.116680,0.114555,0.111836,0.114133,0.120196,0.123129,0.118764,0.113322,0.109576
0.771793,0.763985,0.746464,0.722163,0.695461,0.667452,0.640592,0.611851,0.578777,0.538705,0.257048,0.232064,0.214521,0.199598,0.187197,0.178586,0.165988,0.079251,0.087925,0.114086,0.194733,0.335867,0.506815,0.412567,0.393745,0.530556,0.417085,0.349291,0.332180,0.335201,0.316810,0.283052,0.232121,0.173215,0.137442,0.123073,0.110702,0.104700,0.111645,0.118009,0.115839,0.113179,0.115209,0.119963,0.121956,0.118199,0.114619,0.111715
0.767708,0.759791,0.743064,0.720937,0.696503,0.669432,0.642091,0.613979,0.583189,0.545588,0.261761,0.231956,0.210449,0.195624,0.184120,0.176322,0.164620,0.079387,0.089699,0.117823,0.200118,0.343038,0.514531,0.420399,0.401449,0.518083,0.379696,0.337549,0.322145,0.342454,0.319915,0.287153,0.230492,0.163444,0.128721,0.112478,0.103058,0.106070,0.114023,0.119028,0.117133,0.114129,0.115494,0.119409,0.121983,0.119003,0.115947,0.113109
0.781548,0.773501,0.756548,0.735118,0.711539,0.685311,0.657812,0.629404,0.599460,0.559510,0.269751,0.235439,0.207475,0.189505,0.178108,0.171705,0.162457,0.079954,0.094180,0.126211,0.212333,0.358249,0.530952,0.435611,0.415379,0.542885,0.393131,0.375023,0.351267,0.378549,0.329848,0.291816,0.230134,0.155453,0.120683,0.102863,0.099992,0.107249,0.115413,0.119234,0.117188,0.113617,0.114968,0.118752,0.121725,0.118474,0.114823,0.111847
0.797422,0.788853,0.771328,0.749698,0.728074,0.703939,0.678132,0.649091,0.621689,0.581755,0.285463,0.243990,0.209385,0.188269,0.175676,0.167900,0.163924,0.085836,0.106697,0.140506,0.228180,0.373415,0.550612,0.474471,0.455293,0.575502,0.440553,0.435651,0.408702,0.427279,0.355403,0.301984,0.234131,0.153030,0.117306,0.099490,0.101291,0.109428,0.117193,0.119508,0.116721,0.112868,0.114293,0.117995,0.120644,0.116913,0.112017,0.108877
0.078453,0.077929,0.077511,0.077526,0.079445,0.081657,0.083532,0.083421,0.084245,0.082853,0.299264,0.256546,0.215807,0.188837,0.067489,0.073517,0.087944,0.106994,0.132432,0.160919,0.245266,0.380669,0.554846,0.520561,0.508694,0.580396,0.500527,0.494749,0.479076,0.474862,0.398612,0.317296,0.241651,0.154322,0.117738,0.099569,0.102225,0.109571,0.116720,0.118889,0.116846,0.113443,0.113632,0.115400,0.116461,0.113023,0.109131,0.107199
